"city_id","city","country_id"
272,"Zhaodong",14
273,"Rainbow City",110
274,"Sacele",79
275,"Cherkessk",109
276,"Poro",52
277,"Trou du Nord",178
278,"Minabe",98
279,"Lescar",70
280,"Schwieberdingen",163
281,"Togoch'ale",64
282,"Majanji",120
283,"Minami-Soma",98
284,"Gangawati",219
285,"Bilzen",62
286,"Araputanga",10
287,"Port-de-Paix",178
288,"Franconia",110
289,"Sredisce ob Dravi",201
290,"Parana",121
291,"Miho",98
292,"Clifton",230
293,"Hanover",110
294,"Morley",230
295,"Bragadiru",79
296,"Madukkarai",219
297,"Poonamallee",219
298,"Henstedt-Ulzburg",163
299,"Meshgin Shahr",117
300,"Idylwood",110
301,"Middelkerke",62
302,"Tsuruno",98
303,"Fujioka",98
304,"Krasnoslobodsk",109
305,"Leon Valley",110
306,"Pitsea",230
307,"Sirugudi",219
308,"Zuzemberk",201
309,"Befeta",159
310,"Genoa",60
311,"Silappadi",219
312,"Thakraha",219
313,"Ndali",233
314,"Siechnice",101
315,"Avola",60
316,"Lang Son",39
317,"Tomblaine",70
318,"Janakpur",182
319,"Xaxim",10
320,"Gornji Grad",201
321,"Narsingi",219
322,"Apt",70
323,"Steinheim am der Murr",163
324,"Dabeiba",59
325,"Matabhanga",219
326,"Joaquim Nabuco",10
327,"Manapla",52
328,"Bourgoin-Jallieu",70
329,"Sariosiyo",210
330,"Pedappai",219
331,"Papenburg",163
332,"Okpo",34
333,"Pilis",152
334,"Sahpur",219
335,"Eisenstadt",54
336,"Chau Doc",39
337,"Ban Khlong",235
338,"McLean",110
339,"Sutculer",21
340,"Marokarima",159
341,"Lons",70
342,"Charqueada",10
343,"Dobbs Ferry",110
344,"Irituia",10
345,"Acala",105
346,"Halikko",151
347,"Deal",230
348,"Coulsdon",230
349,"Sola",73
350,"Krasnoufimsk",109
351,"Joghtay",117
352,"Schwalmstadt",163
353,"Reston",110
354,"Peruibe",10
355,"Taliwang",206
356,"Motosu",98
357,"Aylestone",230
358,"Lingolsheim",70
359,"Deerfield Beach",110
360,"Robore",229
361,"Necocli",59
362,"Peritoro",10
363,"General Viamonte",121
364,"Pedro Juan Caballero",95
365,"Osterholz-Scharmbeck",163
366,"Naples",60
367,"Kurtalan",21
368,"Caorle",60
369,"Kumta",219
370,"Krasnoarmeysk",109
371,"Neosho",110
372,"Patos de Minas",10
373,"Abiy Adi",64
374,"Suisun City",110
375,"Pauini",10
376,"Florsheim",163
377,"Hennef",163
378,"Otradnyy",109
379,"Jining",14
380,"Ipupiara",10
381,"Pachrukha",219
382,"Lamarao",10
383,"Xiwanzi",14
384,"Seraing",62
385,"Nkhotakota",170
386,"Pujehun",118
387,"Fatehgarh Churian",219
388,"Drancy",70
389,"Arba Minch'",64
390,"Kovel",134
391,"Balta",134
392,"Chikodi",219
393,"Florida",59
394,"Orillia",38
395,"Hunucma",105
396,"Ponnampatti",219
397,"Tadpatri",219
398,"Nonoai",10
399,"Al Abraq",135
400,"Motril",119
401,"Cachoeirinha",10
402,"Cartersville",110
403,"Afzala",219
404,"Chishui",14
405,"Caudry",70
406,"Safi",113
407,"Pedro Velho",10
408,"Zrece",201
409,"Nayanakulam",219
410,"Markham",38
411,"Jardim",10
412,"Musiri",219
413,"Hof",163
414,"Pruszcz Gdanski",101
415,"Sarni",219
416,"Sur",209
417,"Kachnar",219
418,"Ozorkow",101
419,"Sundsvall",86
420,"Levittown",110
421,"Karbinci",93
422,"Montgeron",70
423,"Gargzdai",218
424,"Guilderland",110
425,"Niort",70
426,"Kuala Lumpur",156
427,"Maina",219
428,"Mailavaram",219
429,"Moche",142
430,"Douglasville",110
431,"Corozal",59
432,"Napak",120
433,"Khizrpur",219
434,"Gaziantep",21
435,"Pak Chong",235
436,"Nowe Miasto Lubawskie",101
437,"Kungsbacka",86
438,"Yokotemachi",98
439,"Raiyam",219
440,"Ksar Sghir",204
441,"Aci Sant'Antonio",60
442,"Kelso",137
443,"Malpura",219
444,"Garner",110
445,"Palghat",219
446,"Yuyao",14
447,"Koumra",207
448,"Kochgawan",219
449,"Xavantes",10
450,"Bellevue",110
451,"La Chapelle-sur-Erdre",70
452,"Tessalit",172
453,"Tupelo",110
454,"Pinneli",219
455,"La Goulette",168
456,"Plewiska",101
457,"Mandabe",159
458,"El Kansera",204
459,"Sibiti",216
460,"Collegno",60
461,"Waterford",110
462,"Bormujos",119
463,"Sarkikaraagac",21
464,"Lake Magdalene",110
465,"Bam",117
466,"Shahpur Chaumukhi",219
467,"Bollullos par del Condado",119
468,"Mixquiahuala de Juarez",105
469,"Terebovlya",134
470,"Takanezawa",98
471,"Tounfit",204
472,"Issaquah",110
473,"Saboeiro",10
474,"Bellaire",110
475,"Bemidji",110
476,"Nangloi Jat",219
477,"Tekirdag",21
478,"Rezh",109
479,"North Versailles",110
480,"Buriti do Tocantins",10
481,"Ohrdruf",163
482,"Zahed Shahr",117
483,"Ban Nong Tong",235
484,"Kitahiroshima",98
485,"Tapachula",105
486,"Jadupatti",219
487,"Vigneux-sur-Seine",70
488,"Al Mukalla",192
489,"Novorossiysk",109
490,"Bijeljina",25
491,"Bena",89
492,"Engerwitzdorf",54
493,"Udiyavara",219
494,"Derry",230
495,"Lunglei",219
496,"Qiaotouba",14
497,"Kamituga",71
498,"Gerash",117
499,"Poco Fundo",10
500,"Bhalswa Jahangirpur",219
501,"Aarhus",107
502,"Butaleja",120
503,"Kunnattur",219
504,"Juru",10
505,"Belokurikha",109
506,"Sabana Larga",33
507,"Hinckley",230
508,"Xinmin",14
509,"Ergani",21
510,"Bad Durrenberg",163
511,"Metouia",168
512,"Ardon",109
513,"Sao Vicente",10
514,"Aheqi",14
515,"Lesnoy Gorodok",109
516,"Pallattur",219
517,"Kings Park",110
518,"Sabaudia",60
519,"Chabahar",117
520,"Eindhoven",16
521,"Tilougguit",204
522,"Granja",10
523,"Ganca",22
524,"Dingras",52
525,"Candelaria",105
526,"Ajijic",105
527,"Saalfeld",163
528,"Canelones",63
529,"Vi Thanh",39
530,"Presidente Figueiredo",10
531,"Ihumwa",5
532,"Gorgab",117
533,"Neunkirchen",163
534,"Saguenay",38
535,"Kalamazoo",110
536,"Seligenstadt",163
537,"Zugdidi",49
538,"Fanzeres",177
539,"Ampanety",159
540,"Elmshorn",163
541,"Periyapodu",219
542,"Kempen",163
543,"Sahel",204
544,"San Carlos",229
545,"Sevilla",119
546,"Bend",110
547,"Gonzales",110
548,"Arenys de Munt",119
549,"Khowy",117
550,"Benedito Novo",10
551,"San Giuliano Milanese",60
552,"Ixhuatlan del Sureste",105
553,"Ebelo",159
554,"Grimes",110
555,"Yaprakli",21
556,"Taruma",10
557,"Mirandela",177
558,"Haeju",149
559,"Beloeil",38
560,"Volkermarkt",54
561,"Asagiri",98
562,"Lonar",219
563,"Camliyayla",21
564,"Brunsbuttel",163
565,"Moraga",110
566,"Jaggisettigudem",219
567,"Matias Olimpio",10
568,"Veraval",219
569,"Cat",21
570,"Genas",70
571,"Campina",79
572,"Baragaon",219
573,"Liesti",79
574,"Votorantim",10
575,"Azazga",36
576,"Ozatlan",108
577,"Shitab Diara",219
578,"Cape Canaveral",110
579,"Waldkraiburg",163
580,"Alella",119
581,"Virginia",83
582,"Cheb",162
583,"Hidaj",117
584,"Jaltenango",105
585,"Meerzorg",106
586,"Dagbe",233
587,"Hanam",67
588,"Bhanpura",219
589,"Santa Luzia",10
590,"Gemerek",21
591,"Dylym",109
592,"Kattukkottai",219
593,"Miantso",159
594,"Huanggang",14
595,"Evinayong",77
596,"Ondokuzmayis",21
597,"Erquelinnes",62
598,"Mirassol d'Oeste",10
599,"La Mesa",110
600,"Crosia",60
601,"Gigante",59
602,"Camamu",10
603,"East Lake",110
604,"Timashevsk",109
605,"Rancharia",10
606,"Lyman",134
607,"Chaukhata",219
608,"Olimpia",10
609,"San Salvador El Seco",105
610,"Peddapalle",219
611,"Mikkeli",151
612,"Las Terrenas",33
613,"Elland",230
614,"Papillion",110
615,"Dompu",206
616,"Dhorgaon",219
617,"Oak Hills Place",110
618,"Sho`rchi",210
619,"Le Thor",70
620,"Malgobek",109
621,"San Nicolas de los Arroyos",121
622,"Divinolandia",10
623,"Nikolsk",109
624,"Obra",219
625,"Gerzat",70
626,"Galatina",60
627,"Carmen de Carupa",59
628,"Safipur",219
629,"Shuixi",14
630,"Ponedera",59
631,"Guiyang",14
632,"Pirapora",10
633,"Buri Ram",235
634,"Nauen",163
635,"Redondela",119
636,"Lindon",110
637,"Sete",70
638,"Varna",30
639,"Quartu Sant'Elena",60
640,"Ouled Sidi Brahim",36
641,"Carlos Barbosa",10
642,"Las Matas de Santa Cruz",33
643,"Rio Vista",110
644,"Gines",119
645,"Yakumo",98
646,"Coka",111
647,"Uripa",59
648,"Wajir",227
649,"Hampton Bays",110
650,"Yaguachi Nuevo",31
651,"Nesoddtangen",13
652,"Ehden",129
653,"Amasya",21
654,"Ocean Acres",110
655,"Jeju",67
656,"Rawatbhata",219
657,"Kabala",118
658,"Hung Yen",39
659,"Neuotting",163
660,"Bolinao",52
661,"Indiana",110
662,"Lagoa do Mato",10
663,"Bingley",230
664,"Phrai Bueng",235
665,"Vagur",165
666,"Elambalur",219
667,"Martha Lake",110
668,"Saint-Germain-en-Laye",70
669,"Carbonera",60
670,"Chiampo",60
671,"Al Aaroui",204
672,"Gjilan",171
673,"Dinanagar",219
674,"Mission Bend",110
675,"Xi'an",14
676,"Cantu",60
677,"North Huntingdon",110
678,"Tuymazy",109
679,"Seara",10
680,"Osilnica",201
681,"Villeta",95
682,"Vallejo",110
683,"Pocono",110
684,"Goppingen",163
685,"Uthai Thani",235
686,"Timmendorfer Strand",163
687,"Independent Hill",110
688,"New Castle",110
689,"Vohitsaoka",159
690,"Narahia",219
691,"Friedrichsthal",163
692,"Shencottah",219
693,"Verde Village",110
694,"West Haverstraw",110
695,"Ouadda",19
696,"Moulay Abdelkader",204
697,"Velddrif",83
698,"Zulte",62
699,"Taywarah",196
700,"Ermont",70
701,"Sangareddi",219
702,"Jujutla",108
703,"Santa Maria Huazolotitlan",105
704,"Biloela",137
705,"Luozi",71
706,"Urasoe",98
707,"North Laurel",110
708,"Bay Village",110
709,"Bristol",110
710,"Childwall",230
711,"Boca do Acre",10
712,"Liestal",232
713,"Lijiacha",14
714,"Zaragoza",59
715,"Beni Hassane",168
716,"Datang",14
717,"Corbelia",10
718,"Akcadag",21
719,"Vicente Noble",33
720,"Zavora",44
721,"Woodridge",110
722,"Amdjarass",207
723,"Masatepe",133
724,"Turhal",21
725,"Filipstad",86
726,"Pottstown",110
727,"Giardini",60
728,"Chorozinho",10
729,"Vitoria do Mearim",10
730,"Verviers",62
731,"Efringen-Kirchen",163
732,"Hoskins",88
733,"Kuvango",217
734,"Bicas",10
735,"Middletown",110
736,"Anna",110
737,"Kirsanov",109
738,"Rock Island",110
739,"Ambatomasina",159
740,"Alatri",60
741,"Chester",110
742,"Lafey",227
743,"Leer",12
744,"Rio Caribe",164
745,"Slutsk",116
746,"Jugial",219
747,"Codegua",72
748,"Carmona",119
749,"Piastow",101
750,"Geelong",137
751,"Bettendorf",110
752,"West Rembo",52
753,"Nuriston",210
754,"Anandpur",219
755,"Sarmastpur",219
756,"Drodro",71
757,"Vadodara",219
758,"Regeneracao",10
759,"Puck",101
760,"Keolari",219
761,"Wayaobu",14
762,"San Bernardo",59
763,"Osogbo",179
764,"Tiegan",14
765,"Mrirt",204
766,"Gantt",110
767,"Guilherand",70
768,"Otuke",120
769,"Tabocas do Brejo Velho",10
770,"Vadakku Viravanallur",219
771,"Kulusuk",145
772,"Yasinia",134
773,"Saint Helena Bay",83
774,"Xingtai",14
775,"Kongsberg",13
776,"Periyapuliyur",219
777,"Nova Friburgo",10
778,"Ichinomiya",98
779,"Bethune",70
780,"Tomas Oppus",52
781,"Bathgate",230
782,"Lahore",237
783,"Schaesberg",16
784,"Calverton",110
785,"Kose",21
786,"Shamsa",219
787,"Rath To",161
788,"Toledo",10
789,"Risalpur Cantonment",237
790,"Dubrovnik",84
791,"Paittur",219
792,"Lavras da Mangabeira",10
793,"Povoa de Varzim",177
794,"Banchpar",4
795,"Jose Cardel",105
796,"Daram",52
797,"Sonseca",119
798,"Dar`a",96
799,"Hirayama",98
800,"Igboho",179
801,"Antonio Goncalves",10
802,"Biryusinsk",109
803,"Aramari",10
804,"Latifpur",4
805,"Andoas",142
806,"Hettstedt",163
807,"Loano",60
808,"Jesus Maria",121
809,"Southington",110
810,"Gurpinar",21
811,"Ait Yaich",36
812,"Cento",60
813,"Cospicua",113
814,"Bruggen",163
815,"Zhijiang",14
816,"Ingeniero Guillermo N. Juarez",121
817,"Mehnatobod",157
818,"Chicacole",219
819,"Mumias",227
820,"Ternate",206
821,"Mwenga",71
822,"North College Hill",110
823,"Barendrecht",16
824,"Bulicun",14
825,"Kaikoura",53
826,"Padmanabhapuram",219
827,"Ballenstedt",163
828,"Tarabuco",229
829,"Mutukula",120
830,"Al `Aziziyah",176
831,"Ganta",180
832,"Corona de Tucson",110
833,"Amarapuuram",219
834,"Tenmalai",219
835,"Moulay Bousselham",204
836,"Maricopa",110
837,"Brasilia de Minas",10
838,"San Cugat del Valles",119
839,"Ribeirao Claro",10
840,"Morton",110
841,"Ranbirsinghpura",219
842,"Junqueiropolis",10
843,"L'Hay-les-Roses",70
844,"Atami",98
845,"Gualeguaychu",121
846,"Kingri",219
847,"Marbella",119
848,"Arusha",5
849,"Jarocin",101
850,"New Bern",110
851,"Knaresborough",230
852,"Antalya",21
853,"Kasavanampatti",219
854,"La Grange Park",110
855,"Joao Neiva",10
856,"Dilawarpur",219
857,"Urai",10
858,"Los Blancos",121
859,"Bologna",60
860,"Kobylka",101
861,"Sete Lagoas",10
862,"Clarkston",110
863,"Navipet",219
864,"Draguignan",70
865,"Loum",238
866,"Wapakoneta",110
867,"Lone Tree",110
868,"Baravat",117
869,"Javanrud",117
870,"Bapatla",219
871,"Garcia",105
872,"Salcaja",231
873,"Buharkent",21
874,"Joao Pinheiro",10
875,"Sao Jose da Tapera",10
876,"Gottingen",163
877,"Bellary",219
878,"Glen Ellyn",110
879,"Castanos",105
880,"Losser",16
881,"Przemysl",101
882,"Qal`at an Nakhl",40
883,"Barbasa",52
884,"Hagere Hiywet",64
885,"Heilsbronn",163
886,"Concord",110
887,"Umm Salal `Ali",46
888,"Santa Maria do Suacui",10
889,"Drensteinfurt",163
890,"Tomelloso",119
891,"Marieville",38
892,"Roy",110
893,"Pinrang",206
894,"Dapa",52
895,"Gaya",219
896,"Qusmuryn",195
897,"Valavandankottai",219
898,"Ras el Oued",204
899,"Ghedi",60
900,"Sakaraha",159
901,"Gloucester",110
902,"Cabanglasan",52
903,"San Carlos",52
904,"Altadena",110
905,"Ayr",230
906,"Cochabamba",229
907,"General Rodriguez",121
908,"Chestermere",38
909,"Levice",197
910,"Selb",163
911,"Nocatee",110
912,"Thalwil",232
913,"Khan Shaykhun",96
914,"Camalig",52
915,"Witbank",83
916,"South St. Paul",110
917,"South Yarmouth",110
918,"Illzach",70
919,"Lindi",5
920,"Pago Pago",42
921,"Chermen",109
922,"Thale",163
923,"Ranjal",219
924,"Bilopillya",134
925,"Nuremberg",163
926,"Sucupira do Norte",10
927,"Piracununga",10
928,"Seoni Chhapara",219
929,"Kempele",151
930,"Belize City",55
931,"Barrie",38
932,"Koforidua",94
933,"Yucca Valley",110
934,"Chipurupalle",219
935,"Dongxiaozhai",14
936,"Las Rosas",121
937,"'s-Gravendeel",16
938,"Mildenhall",230
939,"Dock Sur",121
940,"Nada",14
941,"Jepara",206
942,"Pavlovskiy Posad",109
943,"Kempten",163
944,"Kuchesfahan",117
945,"Kushima",98
946,"Garden City",110
947,"Arroyo Seco",121
948,"Passi",52
949,"Tiruttani",219
950,"San Jose del Fragua",59
951,"Lask",101
952,"Grosse Pointe Park",110
953,"Bekoratsaka",159
954,"Amgachia",219
955,"Dahbed",210
956,"Buriti dos Lopes",10
957,"Timbauba",10
958,"Bopa",233
959,"Tank",237
960,"Argudan",109
961,"East Hartford",110
962,"Amparafaravola",159
963,"Mortad",219
964,"Guamare",10
965,"Merida",105
966,"Nea Filadelfeia",146
967,"Mossel Bay",83
968,"Radovis",93
969,"Alguazas",119
970,"Ubajara",10
971,"Montevrain",70
972,"Quba",22
973,"Leek",16
974,"Santa Elena",31
975,"Persan",70
976,"Bhainsa",219
977,"Sirali",219
978,"Uzyn",134
979,"Bugongi",120
980,"Langgons",163
981,"Mhangura",198
982,"Grafenhainichen",163
983,"Cagliari",60
984,"Mhow",219
985,"Kuje",179
986,"Kallakkurichchi",219
987,"Bolnisi",49
988,"Ban Tha Mai I",235
989,"Galgamuwa",23
990,"Crayford",230
991,"Motta Sant'Anastasia",60
992,"Chino",98
993,"Mahna",219
994,"Bagha Purana",219
995,"Mor",152
996,"Behat",219
997,"Takahashi",98
998,"Rodelas",10
999,"Kashiwazaki",98
1000,"Carpenedolo",60
1001,"Bel Air South",110
1002,"Perondi",236
1003,"Bromsgrove",230
1004,"Pinar del Rio",73
1005,"Erada",159
1006,"Ibajay",52
1007,"Daxin",14
1008,"Kara-Kol",115
1009,"Ampasimbe",159
1010,"Jambukuttaippatti",219
1011,"Kumagaya",98
1012,"Niar",117
1013,"Pruzhany",116
1014,"Kitsuki",98
1015,"Garut",206
1016,"Sao Jose dos Pinhais",10
1017,"Jacinto Machado",10
1018,"Kamyshin",109
1019,"Jomasho`y",210
1020,"Rahachow",116
1021,"Chalmette",110
1022,"Mahopac",110
1023,"Floresta",10
1024,"Den Helder",16
1025,"Narasapuram",219
1026,"Piracicaba",10
1027,"Sahuria",219
1028,"Thanh Xuan",39
1029,"Namorona",159
1030,"Chilgazi",157
1031,"East Milton",110
1032,"Yamen",14
1033,"Regente Feijo",10
1034,"Dandeli",219
1035,"Monte Aprazivel",10
1036,"Chikwawa",170
1037,"Ihaddadene",204
1038,"Tolu Viejo",59
1039,"Marwa",219
1040,"Vicam Pueblo",105
1041,"Aulnoye-Aymeries",70
1042,"Belchertown",110
1043,"University Park",110
1044,"Kazan",109
1045,"Firuzoba",157
1046,"Guanzhai",14
1047,"Puduppatti",219
1048,"Huejotzingo",105
1049,"Woodstock",110
1050,"San Miniato",60
1051,"Girardot",59
1052,"Furano",98
1053,"Vestal",110
1054,"Gryazi",109
1055,"Vanderbijlpark",83
1056,"Leer",163
1057,"Inegol",21
1058,"Zehdenick",163
1059,"Moline",110
1060,"Pitalito",59
1061,"Nieuwleusen",16
1062,"Jaromer",162
1063,"Ajacuba",105
1064,"Albolote",119
1065,"Pontal do Parana",10
1066,"Castillos",63
1067,"Battle Creek",110
1068,"Baltasar Brum",63
1069,"Saint-Dizier",70
1070,"Tatakan",206
1071,"Dellys",36
1072,"Onoto",164
1073,"Modugno",60
1074,"Martahalli",219
1075,"Eenhana",99
1076,"Point Pedro",23
1077,"Pradera",59
1078,"Biassono",60
1079,"Solan",219
1080,"Yingtan",14
1081,"Stanley",226
1082,"Gladstone",110
1083,"Tilakpur",182
1084,"Olevsk",134
1085,"Mujikharf",157
1086,"Pilibhit",219
1087,"Binmaley",52
1088,"Conneaut",110
1089,"Brejo",10
1090,"Dhanwar",219
1091,"Avadattur",219
1092,"Zaranj",196
1093,"Yongbei",14
1094,"Hassleholm",86
1095,"Masandra",134
1096,"Toboali",206
1097,"Naini Tal",219
1098,"Douar Snada",204
1099,"Bonham",110
1100,"Al Madad",192
1101,"Nagykanizsa",152
1102,"Pa",89
1103,"Kiskunmajsa",152
1104,"Clarksdale",110
1105,"Forest Park",110
1106,"Nyunzu",71
1107,"Princeton Meadows",110
1108,"Waseca",110
1109,"Baraki",196
1110,"Lavezares",52
1111,"Channahon",110
1112,"Kalungu",120
1113,"Arboga",86
1114,"Puconci",201
1115,"Ballesteros",52
1116,"White Bear Lake",110
1117,"Tiruppattur",219
1118,"Geneva",110
1119,"Algonquin",110
1120,"Moca",33
1121,"Corpus Christi",110
1122,"Bay",52
1123,"Schellenberg",37
1124,"Pasig City",52
1125,"Pembroke",110
1126,"Sabac",111
1127,"Chudamani",219
1128,"Luna",52
1129,"Purnea",219
1130,"Sorada",219
1131,"Giulianova",60
1132,"Mamun",219
1133,"Lampa",72
1134,"Leonforte",60
1135,"Ciudad del Carmen",105
1136,"Zorbig",163
1137,"Catalina Foothills",110
1138,"Pirai do Norte",10
1139,"Djemmal",168
1140,"Koziatyn",134
1141,"Pluzine",102
1142,"Dejen",64
1143,"Piui",10
1144,"Rafina",146
1145,"Sabha",135
1146,"Kapelle-op-den-Bos",62
1147,"Hessisch Oldendorf",163
1148,"Huedin",79
1149,"Kusmaul",219
1150,"Ghaura",219
1151,"Anakaputtur",219
1152,"Koshigaya",98
1153,"Votuporanga",10
1154,"Apartado",59
1155,"Bokakhat",219
1156,"Taraclia",27
1157,"Vynnyky",134
1158,"Zvenigorod",109
1159,"Chalco",110
1160,"Ruteng",206
1161,"Madinat as Sadat",40
1162,"Krasnoilsk",134
1163,"Belm",163
1164,"Tiverton",110
1165,"Campamento",59
1166,"Mirpeta",219
1167,"Telkapalli",219
1168,"Pinillos",59
1169,"Hanamsagar",219
1170,"Kallakkudi",219
1171,"Lysa nad Labem",162
1172,"Annaba",36
1173,"Chapada dos Guimaraes",10
1174,"Leiktho",34
1175,"San Pedro Nonualco",108
1176,"Vatolatsaka",159
1177,"Huai'an",14
1178,"Chamblee",110
